,date,distance,id,latitude,longitude,place_id,post_id,text,uid
111,1537478299.0,7160826,219115442_193,0.0,0.0,0.0,193.0,Второй Евразийский женский форум  состоялся! Хотя сегодня был только первый день!  А завтра приглашаю всех в 13:00 на  нашу нашу сессию «Медиа на службе мира и устойчивого развития». Я  буду в числе спикеров в команде вместе с замечательными Марина Волынкина Мишункина Марина Марина Спиранде Анна Куриленко Elena Ma. Приходите к нам! #Второй Евразийский Женский Форум# #elenatitareva ,219115442.0
112,1537478199.0,7160826,74577652_1557,0.0,0.0,0.0,1557.0,This too shall pass 🕑 #soberweekend ,74577652.0
113,1537478165.0,7160826,157726676_273,0.0,0.0,0.0,273.0,#центр отдыхает 😍 ,157726676.0
114,1537478057.0,7160826,1302293_5128,0.0,0.0,0.0,5128.0,«Счастье можно найти даже в самые темные времена. Если кто-то догадается включить свет.» #всемдобройночи#🙈🌙🌃#,1302293.0
115,1537477980.0,7160826,63072670_15074,0.0,0.0,0.0,15074.0,"😈Мы с Амирой Игоревной ходим по району и кошмарим взрослых детей.<br>⠀<br>👁Взглядом отнимаем у них самокат или велик! Ну а кто такой очаровашке может отказать?<br>⠀<br>😅Через 5 минут нас, конечно же, этот инвентарь никак не интересует и мы просто идём дальше... Но, чувствую, у моей крохи большое будущее. ⠀<br>⠀<br>⠀<br>______________________________________________<br>#spb #гуляем #яжмать #моялюбовь  #молодойгопарь #кайфы #этоленинский",63072670.0
116,1537477843.0,7160826,4022096_4555,0.0,0.0,0.0,4555.0,Ленинград оказывается не спит и в 24:00! 🤩 ,4022096.0
117,1537477800.0,7160826,288907157_91,0.0,0.0,0.0,91.0,Лучше ингридиенты<br>Лучше пицца<br>P.s Папа Джонс 🍕  ,288907157.0
118,1537477794.0,7160826,3201887_7667,0.0,0.0,0.0,7667.0,Хочется рассказать. Но не буду. ,3201887.0
119,1537477791.0,7160826,407913803_3514,0.0,0.0,0.0,3514.0,Стильные бордовые сапожки для осенних прогулок 🍁<br>-----------------------------<br>👇🏻СМОТРЕТЬ КАТАЛОГ👇🏻<br>cavaletto_catalog<br>www.obuv-russia.ru<br>_________________________________<br>📦 ДОСТАВКА с ПРИМЕРКОЙ<br>_________________________________<br>💌 Директ | WhatsApp | Viber<br>☎ +7 (903) 895-99-96<br>📞 +7 (903) 899-33-32<br><br>#cavaletto #fashionstyle #womanstyles ,407913803.0
120,1537477660.0,7160826,524140_4545,0.0,0.0,0.0,4545.0,Спасите меня от работы ХТОНИБУДЬ🤣🤣🤣😋😋😋 ,524140.0
121,1537477635.0,7160826,17125460_16355,0.0,0.0,0.0,16355.0,Когда выдаешь дочку замуж,17125460.0
122,1537477579.0,7160826,36434772_1117,0.0,0.0,0.0,1117.0,"«Выбери работу себе по душе и тебе не придется работать ни одного дня». Каждый день я работаю с удивительными людьми, многие приезжают из разных городов и стран. С кем-то мы не успеваем пообщаться много, но я помню каждого из Вас💙 ",36434772.0
123,1537477572.0,7160826,3459893_8189,0.0,0.0,0.0,8189.0,Fascinating Saint Petersburg✨  ,3459893.0
