address;longitude;latitude;addr_street;addr_number;addr_building;addr_letter;addr_district;comm_type;comm_num;comm_room_num;data_series;data_buildingdate;data_reconstructiondate;data_buildingarea;data_livingarea;data_nonolivingarea;data_stairs;data_storeys;data_residents;data_mansardarea;eng_heatingcentral;eng_heatingauto;eng_heatingfire;eng_hotwater;eng_hotwatergas;eng_hotwaterwood;eng_electro;eng_gascentral;eng_gasnoncentral;eng_refusechute;flat_type;flat_num;flat_room_num;internal_num;lift_exploitfromdate;lift_reconstructiondate;lift_repairdate;outclean_all;param_crdate;param_ukname;param_failure;repair_year;repair_job;rfc_shaftcount;roof_metalarea;seng_liftcount;seng_pzu;special_basementarea;number
г. Кронштадт Советская ул. 39;29.775028;59.994202;Советская ул.;39;;А;Кронштадский;;;;Индивидуальный;1917;1988;2051.72998047;591.200012207;1172.40002441;3;3;29;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;2, 2, 3, 1;2, 4, 9, 4;1;;;;2759;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2008; 2011";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";;225.75;;;;16319
г. Кронштадт Восстания ул. 72;29.773043;59.998805;Восстания ул.;72;;А;Кронштадский;2 комн.;0;0;Индивидуальный;1967;;3540.30004883;3085.69995117;77.5;3;5;160;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;33, 22, 15;33, 44, 45;1;;;;1074;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2007; 2008; 2008; 2008; 2008";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш";;;;3;670.5;16359
г. Кронштадт Широкая ул. 2/5;29.78376;59.994027;Широкая ул.;2/5;;А;Кронштадский;;;;Индивидуальный;1966;;5568.60009766;4297.20019531;691.400024414;6;5;274;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;44, 26, 34;44, 52, 102;;;;;1896;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2006; 2006; 2007; 2012; 2012; 2012; 2012";"Благоустройство придомовой территории; Благоустройство территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;;;6;1889;16387
г. Кронштадт Всеволода Вишневского ул. 20/20;29.760673;59.997653;Всеволода Вишневского ул.;20/20;;А;Кронштадский;;;;Индивидуальный;1971;;4855.10009766;4196.10009766;0.0;5;5;176;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;33, 40, 13;33, 80, 39;;;;;2358;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2005; 2006";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;5;931;16518
г. Кронштадт Велещинского ул. 14;29.760601;59.99364;Велещинского ул.;14;;А;Кронштадский;2 комн., 3 комн.;1, 1;2, 3;Индивидуальный;1973;;1627.80004883;1404.80004883;0.0;2;4;72;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;14, 5, 9;14, 10, 27;;;;;395;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2007;Ремонт конструкций и замена покрытий крыш;;;;2;369;16630
г. Кронштадт Карла Маркса ул. 17;29.764842;59.993523;Карла Маркса ул.;17;;А;Кронштадский;;;;Индивидуальный;1982;;2291.19995117;2074.80004883;;2;5;106;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;12, 20, 8;12, 40, 24;;;;;607;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2007;Ремонт конструкций и замена покрытий крыш;;;;2;414;16632
г. Кронштадт Посадская ул. 8/36;29.765012;59.999606;Посадская ул.;8/36;;А;Кронштадский;2 комн., 3 комн.;0, 3;0, 9;Индивидуальный;1900;1966;619.5;568.5;;1;3;34;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;4, 2;8, 6;;;;;329;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2007; 2007; 2007; 2007; 2008";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;325.100006104;;1;;16665
г. Кронштадт Зосимова ул. 5;29.759685;59.998409;Зосимова ул.;5;;А;Кронштадский;;;;Индивидуальный;1971;;1897.69995117;1724.09997559;0.0;2;5;87;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;8, 28, 2;8, 56, 6;;;;;1361;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;2;322;16676
г. Кронштадт Флотская ул. 25;29.770052;59.997991;Флотская ул.;25;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1917;1980;709.700012207;395;177.699996948;1;4;16;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 2, 4, 0, 0, 0, 0;1, 4, 12, 0, 0, 0, 0;3;;;;237;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;;;;303.359985352;;1;;16728
г. Кронштадт Широкая ул. 8;29.781353;59.994553;Широкая ул.;8;;А;Кронштадский;3 комн.;0;0;Индивидуальный;1959;;3717.69995117;3389.69995117;;4;5;182;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;21, 40, 19;21, 80, 57;;;;;2234;19.10.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2008";"Благоустройство придомовой территории; Ремонт или замена системы электроснабжения";;1120.09997559;;4;;16738
г. Кронштадт Посадская ул. 25;29.760736;59.995386;Посадская ул.;25;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1968;;4494.20019531;4122.70019531;;5;5;255;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;25, 64, 10;25, 128, 30;;;;;2746;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2008";"Ремонт или замена системы канализования и водоотведения; Ремонт конструкций и замена покрытий крыш";;;;5;872;16746
г. Кронштадт Широкая ул. 5;29.783697;59.994387;Широкая ул.;5;;А;Кронштадский;;;;Индивидуальный;1958;;297.739990234;274.739990234;;1;2;15;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн.;4, 4;4, 8;;;;;1081;19.10.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2006;Благоустройство придомовой территории;;258.299987793;;1;;16800
г. Кронштадт Мануильского ул. 1/8;29.79189;59.991826;Мануильского ул.;1/8;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1962;;3669.26000977;3471.26000977;;3;5;200;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;25, 52, 1;25, 104, 3;;;;;2340;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;2007;Ремонт конструкций и замена покрытий крыш;;695.700012207;;3;908.299987793;16857
г. Кронштадт Андреевская ул. 12;29.76088;59.996353;Андреевская ул.;12;;А;Кронштадский;4 комн.;1;4;Индивидуальный;1896;1976;2019.5;1449.19995117;295.299987793;3;3;65;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;1, 2, 9, 5;1, 4, 27, 20;1;;;;1330;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2010;Ремонт конструкций и замена покрытий крыш;;869;;3;500;16881
г. Кронштадт Гусева ул. 3;29.786886;59.993158;Гусева ул.;3;;А;Кронштадский;;;;Индивидуальный;1900;1975;1534.57995605;1303.67004395;0.0;2;3;63;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;3, 12, 5, 1;3, 24, 15, 4;;;;;661;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2005; 2008";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;832;;2;387;16894
г. Кронштадт Литке ул. 11/37;29.724345;60.007996;Литке ул.;11/37;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 0, 0, 0, 0, 0;2, 0, 0, 0, 0, 0;Индивидуальный;1983;;13727;11219.0996094;;6;11;696;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;46, 163, 26, 0, 0, 0, 0;46, 326, 78, 0, 0, 0, 0;;1983;;;4727;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2001; 2006; 2008; 2008; 2008; 2014";"Благоустройство придомовой территории; Благоустройство придомовой территории; Благоустройство придомовой территории; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";6;;8;6;;16916
г. Кронштадт Андреевская ул. 11;29.760386;59.996839;Андреевская ул.;11;;А;Кронштадский;;;;Индивидуальный;1917;1974;1072;634.700012207;311.299987793;1;3;27;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 3 комн.;2, 6;2, 18;1;;;;3637;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2001;Благоустройство придомовой территории;;610;;1;;17062
г. Кронштадт Цитадельское ш. 43;29.718075;60.00827;Цитадельское ш.;43;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 1, 0, 0, 0, 0;0, 3, 0, 0, 0, 0;индивидуальный;1986;;12189.7001953;9977.5;33.5999984741;5;12;522;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;54, 65, 70, 3, 1, 0, 0;54, 130, 210, 12, 5, 0, 0;;1987;;;6492;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2008; 2008";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";5;;6;5;1670;17129
г. Кронштадт Мартынова ул. 1/33;29.762012;59.990552;Мартынова ул.;1/33;;А;Кронштадский;;;;Индивидуальный;1900;1969;1512;911.200012207;362;2;4;47;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;3, 9, 0;6, 27, 0;3;;;;997;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;"2011; 2013; 2013; 2013; 2013; 2013; 2013";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;1114.59997559;;3;;17195
г. Кронштадт Красная ул. 5;29.77325;59.989103;Красная ул.;5;;В;Кронштадский;2 комн.;0;0;Индивидуальный;1900;1966;545.099975586;494.899993896;;1;3;27;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн.;12;24;;;;;1178;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2005; 2012; 2012; 2012; 2012; 2012; 2012; 2012";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;320;;;;17201
