address;longitude;latitude;addr_street;addr_number;addr_building;addr_letter;addr_district;comm_type;comm_num;comm_room_num;data_series;data_buildingdate;data_reconstructiondate;data_buildingarea;data_livingarea;data_nonolivingarea;data_stairs;data_storeys;data_residents;data_mansardarea;eng_heatingcentral;eng_heatingauto;eng_heatingfire;eng_hotwater;eng_hotwatergas;eng_hotwaterwood;eng_electro;eng_gascentral;eng_gasnoncentral;eng_refusechute;flat_type;flat_num;flat_room_num;internal_num;lift_exploitfromdate;lift_reconstructiondate;lift_repairdate;outclean_all;param_crdate;param_ukname;param_failure;repair_year;repair_job;rfc_shaftcount;roof_metalarea;seng_liftcount;seng_pzu;special_basementarea;number
г. Кронштадт Мартынова ул. 9;29.759667;59.991426;Мартынова ул.;9;;А;Кронштадский;;;;1-52 ПКП27;1970;;2764.38989258;2537;;3;5;147;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;25, 15, 20;25, 30, 60;;;;;2696;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2009";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;3;648.099975586;12810
г. Кронштадт Ленина пр. 28;29.763377;59.992929;Ленина пр.;28;;А;Кронштадский;3 комн.;5;15;Индивидуальный;1900;1968;2073.60009766;1369.30004883;442.299987793;3;4;74;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;6, 7;12, 21;2;;;;585;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"1995; 2003; 2008";"Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;979;;3;;12933
г. Кронштадт Владимирская ул. 49;29.765443;59.999593;Владимирская ул.;49;;А;Кронштадский;3 комн., 4 комн.;1, 0;3, 0;Индивидуальный;1900;1972;740.599975586;659.700012207;0.0;1;3;39;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;3, 2, 3;6, 6, 12;;;;;309;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2007";"Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;395;;1;232;13069
г. Кронштадт Советская ул. 9;29.784739;59.992236;Советская ул.;9;;А;Кронштадский;4 комн.;0;0;Индивидуальный;1873;1971;492.029998779;441.399993896;;1;2;9;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;2, 2, 2;4, 6, 8;;;;;862;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2005; 2011; 2014";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;426;;1;225.779998779;13091
г. Кронштадт Петровская ул. 8к2;29.777445;59.986664;Петровская ул.;8;2;А;Кронштадский;;;;Индивидуальный;1900;1977;2359.10009766;1658.69995117;474.299987793;2;3;64;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;13, 9, 4;13, 18, 12;1;;;;887;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2012";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;1297.59997559;;2;1016.40002441;13234
г. Кронштадт Гражданская ул. 21;29.762551;59.998886;Гражданская ул.;21;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1972;;2712.5;2483.60009766;0.0;3;5;129;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;25, 15, 19;25, 30, 57;;;;;1848;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2007";"Благоустройство придомовой территории; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;3;532;13280
г. Кронштадт Ленина пр. 53;29.761105;59.991268;Ленина пр.;53;;А;Кронштадский;2 комн., 3 комн.;0, 2;0, 6;Индивидуальный;1900;1970;2308.01000977;1873.19995117;154.100006104;4;4;85;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;7, 16;14, 48;3;;;;777;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2005; 2007; 2007; 2007; 2008";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Ремонт фасадов без утепления";;618.359985352;;4;;13509
г. Кронштадт Ленина пр. 30;29.76318;59.992654;Ленина пр.;30;;А;Кронштадский;3 комн., 4 комн.;1, 2;3, 8;Индивидуальный;1900;1970;4778.39990234;3927;242.699996948;6;4;158;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн.;2, 15, 18, 4, 1, 1;2, 30, 54, 16, 5, 6;2;;;;497;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2008; 2008; 2008; 2008; 2008; 2008";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;1858.80004883;;4;1456;13595
г. Кронштадт Восстания ул. 10/4;29.791288;59.992492;Восстания ул.;10/4;;А;Кронштадский;;;;Индивидуальный;1960;;2795.47998047;2555.89990234;;3;5;146;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;10, 45, 5;10, 90, 15;;;;;1323;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2006;Благоустройство придомовой территории;;846;;3;279;13612
г. Кронштадт Кронштадтское шоссе 10к1;29.756631;60.001788;Кронштадтское шоссе;10;1;А;Кронштадский;2 комн.;1;2;Индивидуальный;1983;;4632.29980469;4013;;2;7;225;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн.;23, 46, 14;23, 92, 42;;1984;;;1971;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2012";"Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт конструкций и замена покрытий крыш";2;;2;2;958;13624
г. Кронштадт Широкая ул. 6;29.781784;59.994162;Широкая ул.;6;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1970;;1800.88000488;1605.57995605;;2;5;94;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;20, 10, 9;20, 20, 27;;;;;1741;19.10.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2008";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;2;359.100006104;13642
г. Кронштадт Сургина ул. 11;29.760045;59.992452;Сургина ул.;11;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1900;1965;747.109985352;666.599975586;;1;3;31;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;2, 6;4, 18;;;;;656;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2008; 2011";"Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;411;;1;326.700012207;13882
г. Кронштадт Цитадельское ш. 39;29.722306;60.007636;Цитадельское ш.;39;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 1, 0, 0, 0, 0;0, 3, 0, 0, 0, 0;Индивидуальный;1983;;14556.1103516;11733.2099609;;6;12;700;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;107, 32, 98, 0, 1, 0, 0;107, 64, 294, 0, 5, 0, 0;;1983;;;6374;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2000; 2005; 2006; 2007; 2008; 2008; 2012";"Благоустройство придомовой территории; Благоустройство придомовой территории; Капитальный ремонт лифтов (с заменой крупных узлов); Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт и восстановление озеленения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";6;;9;6;1949;13898
г. Кронштадт Флотская ул. 13;29.774804;59.996974;Флотская ул.;13;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 0, 0, 0, 0, 0;2, 0, 0, 0, 0, 0;Индивидуальный;1900;1985;1282.80004883;723.599975586;410.299987793;2;3;41;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;4, 6, 3, 0, 0, 0, 0;4, 12, 9, 0, 0, 0, 0;;;;;511;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;2008;Благоустройство придомовой территории;;583;;2;;13901
г. Кронштадт Аммермана ул. 2;29.78986;59.992209;Аммермана ул.;2;;А;Кронштадский;3 комн.;0;0;Индивидуальный;1935;1988;3983.87988281;3452.60009766;0.0;7;4;201;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;3 комн.;55;165;;;;;2765;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;2011;Ремонт конструкций и замена покрытий крыш;;1599;;6;852;13944
г. Кронштадт Мануильского ул. 9;29.791638;59.990868;Мануильского ул.;9;;А;Кронштадский;;;;Индивидуальный;1964;;2773.80004883;2510.10009766;;3;5;160;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;10, 45, 5;10, 90, 15;;;;;887;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2008";"Ремонт и восстановление озеленения; Ремонт или замена системы электроснабжения";;822.599975586;;3;644.400024414;13952
г. Кронштадт Советская ул. 47;29.768462;59.995552;Советская ул.;47;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 0, 0, 0, 0, 0;0, 0, 0, 0, 0, 0;Индивидуальный;1787;1981;2134.81005859;1154.91003418;591.099975586;3;3;49;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;6, 8, 6, 0, 0, 0, 0;6, 16, 18, 0, 0, 0, 0;2;;;;2772;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;2007;Ремонт конструкций и замена покрытий крыш;;1264;;3;;13986
г. Кронштадт Карла Либкнехта ул. 30;29.780023;59.993599;Карла Либкнехта ул.;30;;А;Кронштадский;;;;1-528 КП 57;1971;;4736.10009766;4356.5;;5;5;221;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;35, 25, 40;35, 50, 120;;;;;1766;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2008; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;5;1173;14108
г. Кронштадт Красная ул. 11;29.77422;59.989558;Красная ул.;11;;А;Кронштадский;;;;Индивидуальный;1969;;2661.19995117;2343.5;;3;5;128;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;12, 26, 11;12, 52, 33;;;;;2239;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2007;Ремонт конструкций и замена покрытий крыш;;;;3;683;14109
г. Кронштадт Ленина пр. 5;29.767465;59.999989;Ленина пр.;5;;Б;Кронштадский;2 комн., 3 комн., 4 комн.;0, 3, 0;0, 9, 0;Индивидуальный;1952;;3438.26000977;2444.30004883;628.700012207;4;4;391;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн.;23, 15, 0;46, 45, 0;;;;;794;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2004; 2007; 2007; 2007; 2007; 2007; 2007";"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Ремонт фасадов без утепления";;1405;;4;1101;14163
г. Кронштадт Мартынова ул. 13;29.758122;59.991363;Мартынова ул.;13;;А;Кронштадский;2 комн.;0;0;Индивидуальный;1967;;2028.68005371;1861.09997559;;2;5;102;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;10, 20, 10;10, 40, 30;;;;;547;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2008; 2011";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;616;;2;482.5;14231
г. Кронштадт Посадская ул. 34;29.760979;59.994828;Посадская ул.;34;;А;Кронштадский;3 комн.;3;9;Индивидуальный;1900;1976;716.530029297;622.900024414;;1;3;39;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;6, 0;12, 0;;;;;531;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;2014;Ремонт конструкций и замена покрытий крыш;;258;;1;374;14366
г. Кронштадт Флотская ул. 21;29.772477;59.997433;Флотская ул.;21;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;3, 1, 0, 0, 0, 0;6, 3, 0, 0, 0, 0;Индивидуальный;1969;;6095.52978516;5186.10009766;343.600006104;7;5;263;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;20, 62, 19, 0, 0, 0, 0;20, 124, 57, 0, 0, 0, 0;;;;;1123;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2004; 2006";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;6;1476.59997559;14459
г. Кронштадт Карла Либкнехта ул. 29;29.779017;59.994247;Карла Либкнехта ул.;29;;А;Кронштадский;;;;Индивидуальный;1900;1992;1144;808.700012207;241;1;4;42;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 3 комн., 4 комн.;3, 8, 1;3, 24, 4;1;;;;405;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;;;;500;;1;;14471
г. Кронштадт Зосимова ул. 2;29.76441;60.001653;Зосимова ул.;2;;А;Кронштадский;;;;Индивидуальный;1977;;8567.5;7456.5;;5;8;357;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн.;72, 58, 30;72, 116, 90;;1977;2006;2006;4663;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2007; 2007; 2007";"Благоустройство придомовой территории; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";4;;4;5;1240;14608
г. Кронштадт Ленина пр. 47;29.761994;59.992339;Ленина пр.;47;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1900;1980;940.799987793;412.799987793;394.5;1;3;22;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;4, 1;8, 3;2;;;;332;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2004; 2011";"Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;618;;1;;14713
г. Кронштадт Станюковича ул. 9;29.720078;60.010564;Станюковича ул.;9;;А;Кронштадский;;;;;2007;;15946.4003906;13395;;3;15;401;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн.;87, 66, 51;87, 132, 153;;043096, 043098, 043097, 043099, 043152, 043153- 2007 г.;;;;31.10.2013;"ТСЖ""Кронштадт,Станюковича,9""";0.0;;;3;;6;;1208.5;14733
г. Кронштадт Аммермана ул. 17;29.787201;59.99008;Аммермана ул.;17;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 1, 0, 0, 0, 0;0, 3, 0, 0, 0, 0;Индивидуальный;1980;;2959.05004883;2618.40991211;0.0;3;5;126;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;14, 30, 9, 0, 0, 0, 0;14, 60, 27, 0, 0, 0, 0;;;;;2442;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2004;Ремонт конструкций и замена покрытий крыш;;;;3;565;14779
г. Кронштадт Пролетарская ул. 32/2;29.788782;59.989247;Пролетарская ул.;32/2;;А;Кронштадский;2 комн., 3 комн.;1, 4;2, 12;Индивидуальный;1900;1966;2059.60009766;1858.59997559;;4;3;99;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;17, 8;34, 24;;;;;946;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2008; 2010; 2010; 2010; 2010; 2010; 2010";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;4804;;4;653;14796
г. Кронштадт Советская ул. 31;29.779367;59.993289;Советская ул.;31;;А;Кронштадский;3 комн., 4 комн.;0, 0;0, 0;Индивидуальный;1956;;1445.19995117;1053.19995117;185;2;4;100;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн., 5 комн.;5, 8, 2, 0;10, 24, 8, 0;1;;;;;14.12.2009;"ООО""ЖКС Кронштадтского района""";0.0;2011;Ремонт конструкций и замена покрытий крыш;;995;;2;24;14798
г. Кронштадт Станюковича ул. 3;29.723986;60.009395;Станюковича ул.;3;;А;Кронштадский;;;;Индивидуальный;1989;;7718;6259.29980469;50.0999984741;3;11;361;;1;0.0;0.0;1;0.0;0.0;1;0.0;0.0;1;1 комн., 2 комн., 3 комн.;2, 45, 65;2, 90, 195;1;1989;;;3926;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2008; 2009";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт конструкций и замена покрытий крыш";3;;4;3;1054;14871
г. Кронштадт Гусева ул. 11;29.784506;59.993622;Гусева ул.;11;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1960;;1797;1596;0.0;2;5;84;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн.;10, 29;10, 58;;;;;1046;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2016";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;554;;2;441;14892
г. Кронштадт Советская ул. 33;29.778487;59.993469;Советская ул.;33;;В;Кронштадский;2 комн., 3 комн.;0, 0;0, 0;Индивидуальный;1955;;567.150024414;324.200012207;95.9000015259;1;5;51;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;0, 0, 4;0, 0, 12;1;;;;;16.03.2010;"ООО""ЖКС Кронштадтского района""";0.0;2011;Ремонт конструкций и замена покрытий крыш;;77;;1;;15185
г. Кронштадт Зосимова ул. 9;29.758814;59.997401;Зосимова ул.;9;;А;Кронштадский;2 комн., 3 комн., 4 комн.;0, 2, 2;0, 6, 8;Индивидуальный;1971;;6972.70996094;6157.29980469;0.0;7;5;320;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;37, 68, 20, 2;37, 136, 60, 8;;;;;6353;12.04.2009;"ООО""ЖКС Кронштадтского района """;0.0;"2008; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;7;1322;15229
г. Кронштадт Гражданская ул. 10;29.764428;59.99804;Гражданская ул.;10;;А;Кронштадский;2 комн.;0;0;Индивидуальный;1965;;1783.5;1631.5;0.0;2;5;82;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;20, 10, 10;20, 20, 30;;;;;380;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2007;Ремонт конструкций и замена покрытий крыш;;;;2;345;15248
г. Кронштадт Сургина ул. 8к1;29.759766;59.992195;Сургина ул.;8;1;А;Кронштадский;;;;Индивидуальный;1890;1984;2822.32006836;2024.59997559;52.7999992371;2;4;109;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;7, 12, 14, 1;7, 24, 42, 4;;;;;2945;14.12.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2007";"Благоустройство придомовой территории; Ремонт и восстановление озеленения";;979;;2;783.099975586;15595
г. Кронштадт Флотская ул. 2;29.778074;59.995516;Флотская ул.;2;;А;Кронштадский;2 комн.;3;6;Индивидуальный;1900;1963;9011.13964844;7438.89990234;376.200012207;4;3;344;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;82, 49, 1;82, 98, 3;;;;;4935;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2007; 2007; 2008; 2010; 2011";"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт конструкций и замена покрытий крыш";;4804;;4;;15723
г. Кронштадт Коммунистическая ул. 4/18;29.770366;59.98832;Коммунистическая ул.;4/18;;А;Кронштадский;3 комн.;1;3;Индивидуальный;1971;;3167.25;2850.80004883;;4;5;160;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;10, 25, 18;10, 50, 54;;;;;853;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2007;Ремонт конструкций и замена покрытий крыш;;;;4;548;15827
г. Кронштадт Аммермана ул. 31;29.784658;59.986758;Аммермана ул.;31;;Б;Кронштадский;2 комн., 4 комн., 6 комн., 7 комн.;1, 1, 0, 0;2, 4, 0, 0;;1917;1972;1073.30004883;922.299987793;0.0;2;4;44;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;0, 6, 3, 3, 0, 0, 0;0, 12, 9, 12, 0, 0, 0;;;;;983;11.12.2013;"ООО ""Жилкомсервис Кронштадтского района""";0.0;"2007; 2007; 2007; 2007; 2007; 2010; 2010; 2010; 2010; 2010";"Асфальтирование и замощение придомовой территории; Разные работы; Расходы на изготовление проектно-сметной документации; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";;524;;;;15828
г. Кронштадт Аммермана ул. 22;29.789204;59.991345;Аммермана ул.;22;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;1, 0, 0, 0, 0, 0;2, 0, 0, 0, 0, 0;Индивидуальный;до 1917;1961;712.679992676;641.400024414;;1;3;30;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн., 5 комн., 6 комн., 7 комн.;6, 5, 0, 0, 0, 0, 0;6, 10, 0, 0, 0, 0, 0;;;;;917;12.04.2009;"ООО ""ЖКС кронштадтского района""";0.0;"2001; 2010; 2010; 2010; 2010; 2010; 2010; 2010";"Благоустройство придомовой территории; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт системы электроснабжения; Ремонт фасадов без утепления";;379;;1;111;15917
г. Кронштадт Ленинградская ул. 6;29.789446;59.987681;Ленинградская ул.;6;;А;Кронштадский;;;;Индивидуальный;1900;1972;642.200012207;372;188.199996948;2;2;16;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;3 комн., 4 комн.;1, 3;3, 12;1;;;;391;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;2006;Благоустройство придомовой территории;;360;;2;;15944
г. Кронштадт Посадская ул. 19;29.761455;59.997014;Посадская ул.;19;;А;Кронштадский;3 комн.;2;6;Индивидуальный;1900;1976;1131.09997559;1006.09997559;;1;3;46;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн.;7, 6;14, 18;;;;;1924;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;;;;518;;1;;15986
г. Кронштадт Ленина пр. 24;29.763817;59.99359;Ленина пр.;24;;А;Кронштадский;3 комн., 4 комн.;4, 3;12, 12;Индивидуальный;1900;1966;2558.80004883;1850.30004883;483.100006104;3;4;105;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн., 4 комн.;2, 5, 6, 4;2, 10, 18, 16;5;;;;827;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2002; 2008";"Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления";;898.559997559;;3;704;15997
г. Кронштадт Кронштадтское шоссе 6к2;29.757044;60.001041;Кронштадтское шоссе;6;2;А;Кронштадский;3 комн.;2;6;Индивидуальный;1985;;4693.75976562;4009.10009766;;2;7;225;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;1;1 комн., 2 комн., 3 комн.;23, 47, 12;23, 94, 36;;1987;;;4449;16.03.2010;"ООО ""ЖКС Кронштадтского района""";0.0;"2006; 2008; 2013";"Благоустройство придомовой территории; Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт конструкций и замена покрытий крыш";2;;2;2;941;16018
г. Кронштадт Гусева ул. 12;29.785377;59.993149;Гусева ул.;12;;А;Кронштадский;2 комн.;1;2;Индивидуальный;1962;;3790.30004883;3462.30004883;0.0;4;5;213;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;30, 19, 30;30, 38, 90;;;;;1044;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;2005;Благоустройство придомовой территории;;1154;;4;;16050
г. Кронштадт Всеволода Вишневского ул. 7/20;29.763413;59.99741;Всеволода Вишневского ул.;7/20;;А;Кронштадский;2 комн., 3 комн., 4 комн., 5 комн.;3, 3, 3, 1;6, 9, 12, 5;Индивидуальный;1917;1951;2291.69995117;1932.90002441;0.0;4;3;107;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;2 комн., 3 комн., 4 комн., 5 комн.;4, 6, 2, 2;8, 18, 8, 10;;;;;666;12.04.2009;"ООО ""ЖКС Кронштадтского района""";0.0;"2007; 2013; 2014";"Благоустройство придомовой территории; Разные работы; Ремонт конструкций и замена покрытий крыш";;1249;;;941;16140
г. Кронштадт Велещинского ул. 15;29.758419;59.994459;Велещинского ул.;15;;А;Кронштадский;2 комн., 3 комн.;1, 1;2, 3;Индивидуальный;1968;;4806.79980469;4350.20019531;0.0;5;5;233;;1;0.0;0.0;1;0.0;0.0;1;1;0.0;0.0;1 комн., 2 комн., 3 комн.;35, 24, 39;35, 48, 117;;;;;2840;12.04.2009;"ООО""ЖКС Кронштадтского района""";0.0;"2006; 2011";"Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";;;;5;901;16219
